
----------- Ïðîòîêîë ------------ Äàòà: 15.12.2025 16:58:13 ------------ 


----- Ïàðàìåòðû --------
-in: in.txt
-out: in.txt.out
-log: in.txt.log
---- Èñõîäíûå äàííûå ------
Êîëè÷åñòâî ñèìâîëîâ: 1845
Ïðîèãíîðèðîâàíî:   0
Êîëè÷åñòâî ñòðîê:  94

------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
722 :                    i);i=i(i,i);ui;i=x(i,i);c     W);}$               
723 :W->i,W              i);i=i(i,i);ui;i=x(i,i);c     W);}$               
724 : SAVESTATE:          61
724 :                    i);i=i(i,i);ui;i=x(i,i);c     i,W);}$             
725 :                    );i=i(i,i);ui;i=x(i,i);c[     ,W);}$              
726 : TS_NOK/NS_NORULECHï¿½IN
726 : RESSTATE            
726 :                    i);i=i(i,i);ui;i=x(i,i);c     W);}$               
727 : TNS_NORULECHAIN/NS_NORULE
727 : RESSTATE            
727 :                    i(i);i=i(i,i);ui;i=x(i,i)     N}$                 
728 :N->i(W);N           i(i);i=i(i,i);ui;i=x(i,i)     N}$                 
729 : SAVESTATE:          60
729 :                    i(i);i=i(i,i);ui;i=x(i,i)     i(W);N}$            
730 :                    (i);i=i(i,i);ui;i=x(i,i);     (W);N}$             
731 :                    i);i=i(i,i);ui;i=x(i,i);c     W);N}$              
732 :W->i                i);i=i(i,i);ui;i=x(i,i);c     W);N}$              
733 : SAVESTATE:          61
733 :                    i);i=i(i,i);ui;i=x(i,i);c     i);N}$              
734 :                    );i=i(i,i);ui;i=x(i,i);c[     );N}$               
735 :                    ;i=i(i,i);ui;i=x(i,i);c[i     ;N}$                
736 :                    i=i(i,i);ui;i=x(i,i);c[i!     N}$                 
737 :N->i=E;             i=i(i,i);ui;i=x(i,i);c[i!     N}$                 
738 : SAVESTATE:          62
738 :                    i=i(i,i);ui;i=x(i,i);c[i!     i=E;}$              
739 :                    =i(i,i);ui;i=x(i,i);c[i!l     =E;}$               
740 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
741 :E->i                i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
742 : SAVESTATE:          63
742 :                    i(i,i);ui;i=x(i,i);c[i!l]     i;}$                
743 :                    (i,i);ui;i=x(i,i);c[i!l]{     ;}$                 
744 : TS_NOK/NS_NORULECHï¿½IN
744 : RESSTATE            
744 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
745 :E->i(W)             i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
746 : SAVESTATE:          63
746 :                    i(i,i);ui;i=x(i,i);c[i!l]     i(W);}$             
747 :                    (i,i);ui;i=x(i,i);c[i!l]{     (W);}$              
748 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
749 :W->i                i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
750 : SAVESTATE:          64
750 :                    i,i);ui;i=x(i,i);c[i!l]{u     i);}$               
751 :                    ,i);ui;i=x(i,i);c[i!l]{ul     );}$                
752 : TS_NOK/NS_NORULECHï¿½IN
752 : RESSTATE            
752 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
753 :W->i,W              i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
754 : SAVESTATE:          64
754 :                    i,i);ui;i=x(i,i);c[i!l]{u     i,W);}$             
755 :                    ,i);ui;i=x(i,i);c[i!l]{ul     ,W);}$              
756 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
757 :W->i                i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
758 : SAVESTATE:          65
758 :                    i);ui;i=x(i,i);c[i!l]{ul;     i);}$               
759 :                    );ui;i=x(i,i);c[i!l]{ul;}     );}$                
760 :                    ;ui;i=x(i,i);c[i!l]{ul;}b     ;}$                 
761 :                    ui;i=x(i,i);c[i!l]{ul;}b{     }$                  
762 : TS_NOK/NS_NORULECHï¿½IN
762 : RESSTATE            
762 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
763 :W->i,W              i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
764 : SAVESTATE:          65
764 :                    i);ui;i=x(i,i);c[i!l]{ul;     i,W);}$             
765 :                    );ui;i=x(i,i);c[i!l]{ul;}     ,W);}$              
766 : TS_NOK/NS_NORULECHï¿½IN
766 : RESSTATE            
766 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
767 : TNS_NORULECHAIN/NS_NORULE
767 : RESSTATE            
767 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
768 : TNS_NORULECHAIN/NS_NORULE
768 : RESSTATE            
768 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
769 :E->i(F)             i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
770 : SAVESTATE:          63
770 :                    i(i,i);ui;i=x(i,i);c[i!l]     i(F);}$             
771 :                    (i,i);ui;i=x(i,i);c[i!l]{     (F);}$              
772 :                    i,i);ui;i=x(i,i);c[i!l]{u     F);}$               
773 :F->i                i,i);ui;i=x(i,i);c[i!l]{u     F);}$               
774 : SAVESTATE:          64
774 :                    i,i);ui;i=x(i,i);c[i!l]{u     i);}$               
775 :                    ,i);ui;i=x(i,i);c[i!l]{ul     );}$                
776 : TS_NOK/NS_NORULECHï¿½IN
776 : RESSTATE            
776 :                    i,i);ui;i=x(i,i);c[i!l]{u     F);}$               
777 : TNS_NORULECHAIN/NS_NORULE
777 : RESSTATE            
777 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
778 :E->iM               i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
779 : SAVESTATE:          63
779 :                    i(i,i);ui;i=x(i,i);c[i!l]     iM;}$               
780 :                    (i,i);ui;i=x(i,i);c[i!l]{     M;}$                
781 : TNS_NORULECHAIN/NS_NORULE
781 : RESSTATE            
781 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
782 :E->i(W)             i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
783 : SAVESTATE:          63
783 :                    i(i,i);ui;i=x(i,i);c[i!l]     i(W);}$             
784 :                    (i,i);ui;i=x(i,i);c[i!l]{     (W);}$              
785 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
786 :W->i                i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
787 : SAVESTATE:          64
787 :                    i,i);ui;i=x(i,i);c[i!l]{u     i);}$               
788 :                    ,i);ui;i=x(i,i);c[i!l]{ul     );}$                
789 : TS_NOK/NS_NORULECHï¿½IN
789 : RESSTATE            
789 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
790 :W->i,W              i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
791 : SAVESTATE:          64
791 :                    i,i);ui;i=x(i,i);c[i!l]{u     i,W);}$             
792 :                    ,i);ui;i=x(i,i);c[i!l]{ul     ,W);}$              
793 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
794 :W->i                i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
795 : SAVESTATE:          65
795 :                    i);ui;i=x(i,i);c[i!l]{ul;     i);}$               
796 :                    );ui;i=x(i,i);c[i!l]{ul;}     );}$                
797 :                    ;ui;i=x(i,i);c[i!l]{ul;}b     ;}$                 
798 :                    ui;i=x(i,i);c[i!l]{ul;}b{     }$                  
799 : TS_NOK/NS_NORULECHï¿½IN
799 : RESSTATE            
799 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
800 :W->i,W              i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
801 : SAVESTATE:          65
801 :                    i);ui;i=x(i,i);c[i!l]{ul;     i,W);}$             
802 :                    );ui;i=x(i,i);c[i!l]{ul;}     ,W);}$              
803 : TS_NOK/NS_NORULECHï¿½IN
803 : RESSTATE            
803 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);}$               
804 : TNS_NORULECHAIN/NS_NORULE
804 : RESSTATE            
804 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);}$               
805 : TNS_NORULECHAIN/NS_NORULE
805 : RESSTATE            
805 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;}$                
806 : TNS_NORULECHAIN/NS_NORULE
806 : RESSTATE            
806 :                    i=i(i,i);ui;i=x(i,i);c[i!     N}$                 
807 :N->i=E;N            i=i(i,i);ui;i=x(i,i);c[i!     N}$                 
808 : SAVESTATE:          62
808 :                    i=i(i,i);ui;i=x(i,i);c[i!     i=E;N}$             
809 :                    =i(i,i);ui;i=x(i,i);c[i!l     =E;N}$              
810 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;N}$               
811 :E->i                i(i,i);ui;i=x(i,i);c[i!l]     E;N}$               
812 : SAVESTATE:          63
812 :                    i(i,i);ui;i=x(i,i);c[i!l]     i;N}$               
813 :                    (i,i);ui;i=x(i,i);c[i!l]{     ;N}$                
814 : TS_NOK/NS_NORULECHï¿½IN
814 : RESSTATE            
814 :                    i(i,i);ui;i=x(i,i);c[i!l]     E;N}$               
815 :E->i(W)             i(i,i);ui;i=x(i,i);c[i!l]     E;N}$               
816 : SAVESTATE:          63
816 :                    i(i,i);ui;i=x(i,i);c[i!l]     i(W);N}$            
817 :                    (i,i);ui;i=x(i,i);c[i!l]{     (W);N}$             
818 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);N}$              
819 :W->i                i,i);ui;i=x(i,i);c[i!l]{u     W);N}$              
820 : SAVESTATE:          64
820 :                    i,i);ui;i=x(i,i);c[i!l]{u     i);N}$              
821 :                    ,i);ui;i=x(i,i);c[i!l]{ul     );N}$               
822 : TS_NOK/NS_NORULECHï¿½IN
822 : RESSTATE            
822 :                    i,i);ui;i=x(i,i);c[i!l]{u     W);N}$              
823 :W->i,W              i,i);ui;i=x(i,i);c[i!l]{u     W);N}$              
824 : SAVESTATE:          64
824 :                    i,i);ui;i=x(i,i);c[i!l]{u     i,W);N}$            
825 :                    ,i);ui;i=x(i,i);c[i!l]{ul     ,W);N}$             
826 :                    i);ui;i=x(i,i);c[i!l]{ul;     W);N}$              
827 :W->i                i);ui;i=x(i,i);c[i!l]{ul;     W);N}$              
828 : SAVESTATE:          65
828 :                    i);ui;i=x(i,i);c[i!l]{ul;     i);N}$              
829 :                    );ui;i=x(i,i);c[i!l]{ul;}     );N}$               
830 :                    ;ui;i=x(i,i);c[i!l]{ul;}b     ;N}$                
831 :                    ui;i=x(i,i);c[i!l]{ul;}b{     N}$                 
832 :N->ui;              ui;i=x(i,i);c[i!l]{ul;}b{     N}$                 
833 : SAVESTATE:          66
833 :                    ui;i=x(i,i);c[i!l]{ul;}b{     ui;}$               
834 :                    i;i=x(i,i);c[i!l]{ul;}b{u     i;}$                
835 :                    ;i=x(i,i);c[i!l]{ul;}b{ul     ;}$                 
836 :                    i=x(i,i);c[i!l]{ul;}b{ul;     }$                  
837 : TS_NOK/NS_NORULECHï¿½IN
837 : RESSTATE            
837 :                    ui;i=x(i,i);c[i!l]{ul;}b{     N}$                 
838 :N->ui;N             ui;i=x(i,i);c[i!l]{ul;}b{     N}$                 
839 : SAVESTATE:          66
839 :                    ui;i=x(i,i);c[i!l]{ul;}b{     ui;N}$              
840 :                    i;i=x(i,i);c[i!l]{ul;}b{u     i;N}$               
841 :                    ;i=x(i,i);c[i!l]{ul;}b{ul     ;N}$                
842 :                    i=x(i,i);c[i!l]{ul;}b{ul;     N}$                 
843 :N->i=E;             i=x(i,i);c[i!l]{ul;}b{ul;     N}$                 
844 : SAVESTATE:          67
844 :                    i=x(i,i);c[i!l]{ul;}b{ul;     i=E;}$              
845 :                    =x(i,i);c[i!l]{ul;}b{ul;}     =E;}$               
846 :                    x(i,i);c[i!l]{ul;}b{ul;}w     E;}$                
847 :E->x(W)             x(i,i);c[i!l]{ul;}b{ul;}w     E;}$                
848 : SAVESTATE:          68
848 :                    x(i,i);c[i!l]{ul;}b{ul;}w     x(W);}$             
849 :                    (i,i);c[i!l]{ul;}b{ul;}w[     (W);}$              
850 :                    i,i);c[i!l]{ul;}b{ul;}w[i     W);}$               
851 :W->i                i,i);c[i!l]{ul;}b{ul;}w[i     W);}$               
852 : SAVESTATE:          69
852 :                    i,i);c[i!l]{ul;}b{ul;}w[i     i);}$               
853 :                    ,i);c[i!l]{ul;}b{ul;}w[i@     );}$                
854 : TS_NOK/NS_NORULECHï¿½IN
854 : RESSTATE            
854 :                    i,i);c[i!l]{ul;}b{ul;}w[i     W);}$               
855 :W->i,W              i,i);c[i!l]{ul;}b{ul;}w[i     W);}$               
856 : SAVESTATE:          69
856 :                    i,i);c[i!l]{ul;}b{ul;}w[i     i,W);}$             
857 :                    ,i);c[i!l]{ul;}b{ul;}w[i@     ,W);}$              
858 :                    i);c[i!l]{ul;}b{ul;}w[i@i     W);}$               
859 :W->i                i);c[i!l]{ul;}b{ul;}w[i@i     W);}$               
860 : SAVESTATE:          70
860 :                    i);c[i!l]{ul;}b{ul;}w[i@i     i);}$               
861 :                    );c[i!l]{ul;}b{ul;}w[i@i]     );}$                
862 :                    ;c[i!l]{ul;}b{ul;}w[i@i]{     ;}$                 
863 :                    c[i!l]{ul;}b{ul;}w[i@i]{i     }$                  
864 : TS_NOK/NS_NORULECHï¿½IN
864 : RESSTATE            
864 :                    i);c[i!l]{ul;}b{ul;}w[i@i     W);}$               
865 :W->i,W              i);c[i!l]{ul;}b{ul;}w[i@i     W);}$               
866 : SAVESTATE:          70
866 :                    i);c[i!l]{ul;}b{ul;}w[i@i     i,W);}$             
867 :                    );c[i!l]{ul;}b{ul;}w[i@i]     ,W);}$              
868 : TS_NOK/NS_NORULECHï¿½IN
868 : RESSTATE            
868 :                    i);c[i!l]{ul;}b{ul;}w[i@i     W);}$               
869 : TNS_NORULECHAIN/NS_NORULE
869 : RESSTATE            
869 :                    i,i);c[i!l]{ul;}b{ul;}w[i     W);}$               
870 : TNS_NORULECHAIN/NS_NORULE
870 : RESSTATE            
870 :                    x(i,i);c[i!l]{ul;}b{ul;}w     E;}$                
871 : TNS_NORULECHAIN/NS_NORULE
871 : RESSTATE            
871 :                    i=x(i,i);c[i!l]{ul;}b{ul;     N}$                 
872 :N->i=E;N            i=x(i,i);c[i!l]{ul;}b{ul;     N}$                 
873 : SAVESTATE:          67
873 :                    i=x(i,i);c[i!l]{ul;}b{ul;     i=E;N}$             
874 :                    =x(i,i);c[i!l]{ul;}b{ul;}     =E;N}$              
875 :                    x(i,i);c[i!l]{ul;}b{ul;}w     E;N}$               
876 :E->x(W)             x(i,i);c[i!l]{ul;}b{ul;}w     E;N}$               
877 : SAVESTATE:          68
877 :                    x(i,i);c[i!l]{ul;}b{ul;}w     x(W);N}$            
878 :                    (i,i);c[i!l]{ul;}b{ul;}w[     (W);N}$             
879 :                    i,i);c[i!l]{ul;}b{ul;}w[i     W);N}$              
880 :W->i                i,i);c[i!l]{ul;}b{ul;}w[i     W);N}$              
881 : SAVESTATE:          69
881 :                    i,i);c[i!l]{ul;}b{ul;}w[i     i);N}$              
882 :                    ,i);c[i!l]{ul;}b{ul;}w[i@     );N}$               
883 : TS_NOK/NS_NORULECHï¿½IN
883 : RESSTATE            
883 :                    i,i);c[i!l]{ul;}b{ul;}w[i     W);N}$              
884 :W->i,W              i,i);c[i!l]{ul;}b{ul;}w[i     W);N}$              
885 : SAVESTATE:          69
885 :                    i,i);c[i!l]{ul;}b{ul;}w[i     i,W);N}$            
886 :                    ,i);c[i!l]{ul;}b{ul;}w[i@     ,W);N}$             
887 :                    i);c[i!l]{ul;}b{ul;}w[i@i     W);N}$              
888 :W->i                i);c[i!l]{ul;}b{ul;}w[i@i     W);N}$              
889 : SAVESTATE:          70
889 :                    i);c[i!l]{ul;}b{ul;}w[i@i     i);N}$              
890 :                    );c[i!l]{ul;}b{ul;}w[i@i]     );N}$               
891 :                    ;c[i!l]{ul;}b{ul;}w[i@i]{     ;N}$                
892 :                    c[i!l]{ul;}b{ul;}w[i@i]{i     N}$                 
893 :N->cX               c[i!l]{ul;}b{ul;}w[i@i]{i     N}$                 
894 : SAVESTATE:          71
894 :                    c[i!l]{ul;}b{ul;}w[i@i]{i     cX}$                
895 :                    [i!l]{ul;}b{ul;}w[i@i]{i=     X}$                 
896 :X->[I]{C}b{C}       [i!l]{ul;}b{ul;}w[i@i]{i=     X}$                 
897 : SAVESTATE:          72
897 :                    [i!l]{ul;}b{ul;}w[i@i]{i=     [I]{C}b{C}}$        
898 :                    i!l]{ul;}b{ul;}w[i@i]{i=i     I]{C}b{C}}$         
899 :I->i!i              i!l]{ul;}b{ul;}w[i@i]{i=i     I]{C}b{C}}$         
900 : SAVESTATE:          73
900 :                    i!l]{ul;}b{ul;}w[i@i]{i=i     i!i]{C}b{C}}$       
901 :                    !l]{ul;}b{ul;}w[i@i]{i=i+     !i]{C}b{C}}$        
